0.47500, 0.00000
0.47283, 0.02191
0.46636, 0.04334
0.45567, 0.06383
0.44093, 0.08292
0.42234, 0.10017
0.40017, 0.11518
0.37475, 0.12760
0.34644, 0.13709
0.31564, 0.14338
0.28280, 0.14625
0.24838, 0.14553
0.21287, 0.14111
0.17676, 0.13295
0.14056, 0.12106
0.10477, 0.10551
0.06989, 0.08645
0.03637, 0.06406
0.00466, 0.03861
-0.02482, 0.01038
-0.05170, -0.02026
-0.07566, -0.05293
-0.09641, -0.08719
-0.11374, -0.12259
-0.12747, -0.15864
-0.13750, -0.19486
-0.14379, -0.23073
-0.14635, -0.26576
-0.14525, -0.29945
-0.14065, -0.33133
-0.13273, -0.36093
-0.12174, -0.38785
-0.10798, -0.41168
-0.09180, -0.43210
-0.07358, -0.44879
-0.05374, -0.46153
-0.03272, -0.47013
-0.01099, -0.47446
0.01099, -0.47446
0.03272, -0.47013
0.05374, -0.46153
0.07358, -0.44879
0.09180, -0.43210
0.10798, -0.41168
0.12174, -0.38785
0.13273, -0.36093
0.14065, -0.33133
0.14525, -0.29945
0.14635, -0.26576
0.14379, -0.23073
0.13750, -0.19486
0.12747, -0.15864
0.11374, -0.12259
0.09641, -0.08719
0.07566, -0.05293
0.05170, -0.02026
0.02482, 0.01038
-0.00466, 0.03861
-0.03637, 0.06406
-0.06989, 0.08645
-0.10477, 0.10551
-0.14056, 0.12106
-0.17676, 0.13295
-0.21287, 0.14111
-0.24838, 0.14553
-0.28280, 0.14625
-0.31564, 0.14338
-0.34644, 0.13709
-0.37475, 0.12760
-0.40017, 0.11518
-0.42234, 0.10017
-0.44093, 0.08292
-0.45567, 0.06383
-0.46636, 0.04334
-0.47283, 0.02191
-0.47500, 0.00000
-0.47283, -0.02191
-0.46636, -0.04334
-0.45567, -0.06383
-0.44093, -0.08292
-0.42234, -0.10017
-0.40017, -0.11518
-0.37475, -0.12760
-0.34644, -0.13709
-0.31564, -0.14338
-0.28280, -0.14625
-0.24838, -0.14553
-0.21287, -0.14111
-0.17676, -0.13295
-0.14056, -0.12106
-0.10477, -0.10551
-0.06989, -0.08645
-0.03637, -0.06406
-0.00466, -0.03861
0.02482, -0.01038
0.05170, 0.02026
0.07566, 0.05293
0.09641, 0.08719
0.11374, 0.12259
0.12747, 0.15864
0.13750, 0.19486
0.14379, 0.23073
0.14635, 0.26576
0.14525, 0.29945
0.14065, 0.33133
0.13273, 0.36093
0.12174, 0.38785
0.10798, 0.41168
0.09180, 0.43210
0.07358, 0.44879
0.05374, 0.46153
0.03272, 0.47013
0.01099, 0.47446
-0.01099, 0.47446
-0.03272, 0.47013
-0.05374, 0.46153
-0.07358, 0.44879
-0.09180, 0.43210
-0.10798, 0.41168
-0.12174, 0.38785
-0.13273, 0.36093
-0.14065, 0.33133
-0.14525, 0.29945
-0.14635, 0.26576
-0.14379, 0.23073
-0.13750, 0.19486
-0.12747, 0.15864
-0.11374, 0.12259
-0.09641, 0.08719
-0.07566, 0.05293
-0.05170, 0.02026
-0.02482, -0.01038
0.00466, -0.03861
0.03637, -0.06406
0.06989, -0.08645
0.10477, -0.10551
0.14056, -0.12106
0.17676, -0.13295
0.21287, -0.14111
0.24838, -0.14553
0.28280, -0.14625
0.31564, -0.14338
0.34644, -0.13709
0.37475, -0.12760
0.40017, -0.11518
0.42234, -0.10017
0.44093, -0.08292
0.45567, -0.06383
0.46636, -0.04334
0.47283, -0.02191
0.47500, -0.00000
0.47283, 0.02191
0.46636, 0.04334
0.45567, 0.06383
0.44093, 0.08292
0.42234, 0.10017
0.40017, 0.11518
0.37475, 0.12760
0.34644, 0.13709
0.31564, 0.14338
0.28280, 0.14625
0.24838, 0.14553
0.21287, 0.14111
0.17676, 0.13295
0.14056, 0.12106
0.10477, 0.10551
0.06989, 0.08645
0.03637, 0.06406
0.00466, 0.03861
-0.02482, 0.01038
-0.05170, -0.02026
-0.07566, -0.05293
-0.09641, -0.08719
-0.11374, -0.12259
-0.12747, -0.15864
-0.13750, -0.19486
-0.14379, -0.23073
-0.14635, -0.26576
-0.14525, -0.29945
-0.14065, -0.33133
-0.13273, -0.36093
-0.12174, -0.38785
-0.10798, -0.41168
-0.09180, -0.43210
-0.07358, -0.44879
-0.05374, -0.46153
-0.03272, -0.47013
-0.01099, -0.47446
0.01099, -0.47446
0.03272, -0.47013
0.05374, -0.46153
0.07358, -0.44879
0.09180, -0.43210
0.10798, -0.41168
0.12174, -0.38785
0.13273, -0.36093
0.14065, -0.33133
0.14525, -0.29945
0.14635, -0.26576
0.14379, -0.23073
0.13750, -0.19486
0.12747, -0.15864
0.11374, -0.12259
0.09641, -0.08719
0.07566, -0.05293
0.05170, -0.02026
0.02482, 0.01038
-0.00466, 0.03861
-0.03637, 0.06406
-0.06989, 0.08645
-0.10477, 0.10551
-0.14056, 0.12106
-0.17676, 0.13295
-0.21287, 0.14111
-0.24838, 0.14553
-0.28280, 0.14625
-0.31564, 0.14338
-0.34644, 0.13709
-0.37475, 0.12760
-0.40017, 0.11518
-0.42234, 0.10017
-0.44093, 0.08292
-0.45567, 0.06383
-0.46636, 0.04334
-0.47283, 0.02191
-0.47500, 0.00000
-0.47283, -0.02191
-0.46636, -0.04334
-0.45567, -0.06383
-0.44093, -0.08292
-0.42234, -0.10017
-0.40017, -0.11518
-0.37475, -0.12760
-0.34644, -0.13709
-0.31564, -0.14338
-0.28280, -0.14625
-0.24838, -0.14553
-0.21287, -0.14111
-0.17676, -0.13295
-0.14056, -0.12106
-0.10477, -0.10551
-0.06989, -0.08645
-0.03637, -0.06406
-0.00466, -0.03861
0.02482, -0.01038
0.05170, 0.02026
0.07566, 0.05293
0.09641, 0.08719
0.11374, 0.12259
0.12747, 0.15864
0.13750, 0.19486
0.14379, 0.23073
0.14635, 0.26576
0.14525, 0.29945
0.14065, 0.33133
0.13273, 0.36093
0.12174, 0.38785
0.10798, 0.41168
0.09180, 0.43210
0.07358, 0.44879
0.05374, 0.46153
0.03272, 0.47013
0.01099, 0.47446
-0.01099, 0.47446
-0.03272, 0.47013
-0.05374, 0.46153
-0.07358, 0.44879
-0.09180, 0.43210
-0.10798, 0.41168
-0.12174, 0.38785
-0.13273, 0.36093
-0.14065, 0.33133
-0.14525, 0.29945
-0.14635, 0.26576
-0.14379, 0.23073
-0.13750, 0.19486
-0.12747, 0.15864
-0.11374, 0.12259
-0.09641, 0.08719
-0.07566, 0.05293
-0.05170, 0.02026
-0.02482, -0.01038
0.00466, -0.03861
0.03637, -0.06406
0.06989, -0.08645
0.10477, -0.10551
0.14056, -0.12106
0.17676, -0.13295
0.21287, -0.14111
0.24838, -0.14553
0.28280, -0.14625
0.31564, -0.14338
0.34644, -0.13709
0.37475, -0.12760
0.40017, -0.11518
0.42234, -0.10017
0.44093, -0.08292
0.45567, -0.06383
0.46636, -0.04334
0.47283, -0.02191
0.47500, -0.00000
0.47283, 0.02191
0.46636, 0.04334
0.45567, 0.06383
0.44093, 0.08292
0.42234, 0.10017
0.40017, 0.11518
0.37475, 0.12760
0.34644, 0.13709
0.31564, 0.14338
0.28280, 0.14625
0.24838, 0.14553
0.21287, 0.14111
0.17676, 0.13295
0.14056, 0.12106
0.10477, 0.10551
0.06989, 0.08645
0.03637, 0.06406
0.00466, 0.03861
-0.02482, 0.01038
-0.05170, -0.02026
-0.07566, -0.05293
-0.09641, -0.08719
-0.11374, -0.12259
-0.12747, -0.15864
-0.13750, -0.19486
-0.14379, -0.23073
-0.14635, -0.26576
-0.14525, -0.29945
-0.14065, -0.33133
-0.13273, -0.36093
-0.12174, -0.38785
-0.10798, -0.41168
-0.09180, -0.43210
-0.07358, -0.44879
-0.05374, -0.46153
-0.03272, -0.47013
-0.01099, -0.47446
0.01099, -0.47446
0.03272, -0.47013
0.05374, -0.46153
0.07358, -0.44879
0.09180, -0.43210
0.10798, -0.41168
0.12174, -0.38785
0.13273, -0.36093
0.14065, -0.33133
0.14525, -0.29945
0.14635, -0.26576
0.14379, -0.23073
0.13750, -0.19486
0.12747, -0.15864
0.11374, -0.12259
0.09641, -0.08719
0.07566, -0.05293
0.05170, -0.02026
0.02482, 0.01038
-0.00466, 0.03861
-0.03637, 0.06406
-0.06989, 0.08645
-0.10477, 0.10551
-0.14056, 0.12106
-0.17676, 0.13295
-0.21287, 0.14111
-0.24838, 0.14553
-0.28280, 0.14625
-0.31564, 0.14338
-0.34644, 0.13709
-0.37475, 0.12760
-0.40017, 0.11518
-0.42234, 0.10017
-0.44093, 0.08292
-0.45567, 0.06383
